function_id,user_id,accurate,adequate,concise,similarity,source,text,text
89,1,4,1,1,3,reference,each token of the line is an element of the list,split a list of lines
89,3,2,4,1,1,alex1,split a list of lines,each token of the line is an element of the list
89,4,4,1,1,2,alex1,split a list of lines,each token of the line is an element of the list
89,6,3,1,3,3,reference,each token of the line is an element of the list,split a list of lines
90,1,4,3,1,3,reference,test of get email method of class tools,test of get email method of class org
90,3,3,3,2,3,alex1,test of get email method of class org,test of get email method of class tools
90,4,3,3,2,3,reference,test of get email method of class tools,test of get email method of class org
90,6,4,1,1,4,alex1,test of get email method of class org,test of get email method of class tools
91,1,4,3,2,4,reference,test of set evt id method of class com,test of set method of class id
91,3,3,1,1,1,alex1,test of set method of class id,test of set evt id method of class com
91,4,3,3,2,3,alex1,test of set method of class id,test of set evt id method of class com
91,6,2,3,1,4,reference,test of set evt id method of class com,test of set method of class id
92,1,4,2,1,4,reference,test of set chk evt id method of class com,test of set box id method of class org
92,3,2,4,1,1,alex1,test of set box id method of class org,test of set chk evt id method of class com
92,4,2,4,3,2,reference,test of set chk evt id method of class com,test of set box id method of class org
92,6,2,2,1,2,alex1,test of set box id method of class org,test of set chk evt id method of class com
93,1,4,2,1,3,reference,test of get evt ids method of class com,test of get <UNK> method of class org
93,3,4,3,1,3,alex1,test of get <UNK> method of class org,test of get evt ids method of class com
93,4,1,3,3,2,alex1,test of get <UNK> method of class org,test of get evt ids method of class com
93,6,4,1,1,2,reference,test of get evt ids method of class com,test of get <UNK> method of class org
94,1,4,3,2,3,reference,test of get classification method of class com,test of get classification method of class org
94,3,4,1,1,4,alex1,test of get classification method of class org,test of get classification method of class com
94,4,3,2,2,2,reference,test of get classification method of class com,test of get classification method of class org
94,6,4,2,1,3,alex1,test of get classification method of class org,test of get classification method of class com
95,1,4,2,2,3,reference,test of set welcome msg method of class com,test of set welcome message method of class org
95,3,3,1,1,4,alex1,test of set welcome message method of class org,test of set welcome msg method of class com
95,4,3,1,1,3,alex1,test of set welcome message method of class org,test of set welcome msg method of class com
95,6,3,2,3,2,reference,test of set welcome msg method of class com,test of set welcome message method of class org
96,1,3,2,2,2,reference,loads the latest plan in order to show it,show the latest plan in the list of <UNK>
96,3,3,4,1,3,alex1,show the latest plan in the list of <UNK>,loads the latest plan in order to show it
96,4,2,3,2,2,reference,loads the latest plan in order to show it,show the latest plan in the list of <UNK>
96,6,2,4,1,2,alex1,show the latest plan in the list of <UNK>,loads the latest plan in order to show it
97,1,4,4,2,3,reference,this method initializes m unit combo,this method initializes unit combo
97,3,4,2,1,4,alex1,this method initializes unit combo,this method initializes m unit combo
97,4,3,2,2,3,alex1,this method initializes unit combo,this method initializes m unit combo
97,6,3,2,2,3,reference,this method initializes m unit combo,this method initializes unit combo
98,1,4,2,1,4,reference,this function searches a recipe starting with the recipe passed as parameter,search for the recipe that matches the given criteria
98,3,3,4,1,2,alex1,search for the recipe that matches the given criteria,this function searches a recipe starting with the recipe passed as parameter
98,4,3,2,2,3,reference,this function searches a recipe starting with the recipe passed as parameter,search for the recipe that matches the given criteria
98,6,4,1,1,2,alex1,search for the recipe that matches the given criteria,this function searches a recipe starting with the recipe passed as parameter
99,1,2,4,2,3,reference,select the entries bracketing a specified date,select the entries that the given date date
99,3,4,3,1,2,alex1,select the entries that the given date date,select the entries bracketing a specified date
99,4,3,3,2,3,alex1,select the entries that the given date date,select the entries bracketing a specified date
99,6,4,1,3,2,reference,select the entries bracketing a specified date,select the entries that the given date date
100,1,4,1,2,4,reference,returns an initiliazed instance of back command2 component,returns an initiliazed instance of back command2 component
100,3,4,1,1,4,alex1,returns an initiliazed instance of back command2 component,returns an initiliazed instance of back command2 component
100,4,3,2,2,4,reference,returns an initiliazed instance of back command2 component,returns an initiliazed instance of back command2 component
100,6,4,1,1,4,alex1,returns an initiliazed instance of back command2 component,returns an initiliazed instance of back command2 component
101,1,4,1,1,4,reference,returns an initiliazed instance of back command12 component,returns an initiliazed instance of back command12 component
101,3,4,1,1,4,alex1,returns an initiliazed instance of back command12 component,returns an initiliazed instance of back command12 component
101,4,4,2,2,4,alex1,returns an initiliazed instance of back command12 component,returns an initiliazed instance of back command12 component
101,6,4,1,1,4,reference,returns an initiliazed instance of back command12 component,returns an initiliazed instance of back command12 component
102,1,4,1,1,3,reference,returns an initiliazed instance of back command25 component,returns an initiliazed instance of back <UNK> component
102,3,2,4,1,2,alex1,returns an initiliazed instance of back <UNK> component,returns an initiliazed instance of back command25 component
102,4,4,1,1,2,reference,returns an initiliazed instance of back command25 component,returns an initiliazed instance of back <UNK> component
102,6,2,3,2,2,alex1,returns an initiliazed instance of back <UNK> component,returns an initiliazed instance of back command25 component
103,1,4,2,1,4,reference,returns an initiliazed instance of ok command18 component,returns an initiliazed instance of ok command18 component
103,3,4,1,1,4,alex1,returns an initiliazed instance of ok command18 component,returns an initiliazed instance of ok command18 component
103,4,3,2,2,4,alex1,returns an initiliazed instance of ok command18 component,returns an initiliazed instance of ok command18 component
103,6,4,1,1,4,reference,returns an initiliazed instance of ok command18 component,returns an initiliazed instance of ok command18 component
104,1,3,4,1,4,reference,set the endpoint address for the specified port name,set the endpoint address for the specified port name
104,3,4,2,1,4,alex1,set the endpoint address for the specified port name,set the endpoint address for the specified port name
104,4,3,2,2,4,reference,set the endpoint address for the specified port name,set the endpoint address for the specified port name
104,6,4,1,1,4,alex1,set the endpoint address for the specified port name,set the endpoint address for the specified port name
105,1,4,1,1,1,reference,returns the expression for inserting or selecting the atom,convert a expression to a expression
105,3,1,4,1,1,alex1,convert a expression to a expression,returns the expression for inserting or selecting the atom
105,4,2,3,2,1,alex1,convert a expression to a expression,returns the expression for inserting or selecting the atom
105,6,3,3,1,2,reference,returns the expression for inserting or selecting the atom,convert a expression to a expression
106,1,1,3,3,1,alex1,get a list of all the phonemes in the current list of,this method returns a collection or institution bean objects
106,3,4,1,1,1,reference,this method returns a collection or institution bean objects,get a list of all the phonemes in the current list of
106,4,3,2,2,1,reference,this method returns a collection or institution bean objects,get a list of all the phonemes in the current list of
106,6,1,4,3,1,alex1,get a list of all the phonemes in the current list of,this method returns a collection or institution bean objects
107,1,3,1,2,1,alex1,returns the number of queries that are a given query,performs a query and returns the count of objects the criteria specified
107,3,4,4,1,1,reference,performs a query and returns the count of objects the criteria specified,returns the number of queries that are a given query
107,4,2,3,2,2,alex1,returns the number of queries that are a given query,performs a query and returns the count of objects the criteria specified
107,6,4,1,1,1,reference,performs a query and returns the count of objects the criteria specified,returns the number of queries that are a given query
108,1,3,2,2,2,alex1,get the <UNK> object,return a reference to a remote object
108,3,4,2,1,1,reference,return a reference to a remote object,get the <UNK> object
108,4,3,2,1,2,reference,return a reference to a remote object,get the <UNK> object
108,6,2,4,1,2,alex1,get the <UNK> object,return a reference to a remote object
109,1,2,3,2,1,alex1,adds the errors to the given property,adds the given error for the given property
109,3,2,3,1,3,reference,adds the given error for the given property,adds the errors to the given property
109,4,3,3,2,3,alex1,adds the errors to the given property,adds the given error for the given property
109,6,3,2,2,4,reference,adds the given error for the given property,adds the errors to the given property
110,1,3,3,3,3,alex1,initialize the package and its package,initializes the class
110,3,4,1,1,2,reference,initializes the class,initialize the package and its package
110,4,3,3,1,2,reference,initializes the class,initialize the package and its package
110,6,3,3,4,3,alex1,initialize the package and its package,initializes the class
111,1,3,4,1,2,alex1,deletes an <UNK>,will delete algorithm and also references to it cascadely in tables
111,3,4,1,1,1,reference,will delete algorithm and also references to it cascadely in tables,deletes an <UNK>
111,4,2,4,2,1,alex1,deletes an <UNK>,will delete algorithm and also references to it cascadely in tables
111,6,3,1,1,1,reference,will delete algorithm and also references to it cascadely in tables,deletes an <UNK>
112,1,2,3,1,2,alex1,compares the specified object with the specified object,indicates whether some other object is equal to this one
112,3,4,1,1,2,reference,indicates whether some other object is equal to this one,compares the specified object with the specified object
112,4,3,2,2,3,reference,indicates whether some other object is equal to this one,compares the specified object with the specified object
112,6,3,2,1,4,alex1,compares the specified object with the specified object,indicates whether some other object is equal to this one
113,1,4,1,1,2,alex1,exits the event,gracefully shutdown the application
113,3,4,3,1,2,reference,gracefully shutdown the application,exits the event
113,4,4,1,1,1,alex1,exits the event,gracefully shutdown the application
113,6,4,2,1,3,reference,gracefully shutdown the application,exits the event
114,1,2,4,2,1,alex1,test invoke the method,test if we can invoke a given service
114,3,2,4,1,2,reference,test if we can invoke a given service,test invoke the method
114,4,3,2,2,2,reference,test if we can invoke a given service,test invoke the method
114,6,3,1,1,3,alex1,test invoke the method,test if we can invoke a given service
115,1,2,4,3,1,alex1,receives a connection to the server,responds to an error event
115,3,4,4,1,1,reference,responds to an error event,receives a connection to the server
115,4,2,3,3,1,alex1,receives a connection to the server,responds to an error event
115,6,3,3,2,1,reference,responds to an error event,receives a connection to the server
116,1,1,4,3,1,alex1,prints a statement,make sure that all of targets of the tt ret tt are valid
116,3,3,4,1,1,reference,make sure that all of targets of the tt ret tt are valid,prints a statement
116,4,2,3,3,2,reference,make sure that all of targets of the tt ret tt are valid,prints a statement
116,6,2,4,1,1,alex1,prints a statement,make sure that all of targets of the tt ret tt are valid
117,1,3,2,1,3,alex1,returns a list of files in the list of files,returns the files represented by the given fileset
117,3,4,1,1,3,reference,returns the files represented by the given fileset,returns a list of files in the list of files
117,4,3,2,3,2,alex1,returns a list of files in the list of files,returns the files represented by the given fileset
117,6,4,1,1,2,reference,returns the files represented by the given fileset,returns a list of files in the list of files
118,1,3,3,1,1,alex1,this method initializes preferences,window preferences menu action
118,3,3,4,1,1,reference,window preferences menu action,this method initializes preferences
118,4,2,3,2,2,reference,window preferences menu action,this method initializes preferences
118,6,4,1,1,2,alex1,this method initializes preferences,window preferences menu action
119,1,4,2,1,2,alex1,add the header headers to the response,add relative header
119,3,4,3,1,3,reference,add relative header,add the header headers to the response
119,4,3,4,4,2,alex1,add the header headers to the response,add relative header
119,6,4,2,2,2,reference,add relative header,add the header headers to the response
120,1,4,2,1,3,alex1,show the contact,show dialog with existing or new null contact
120,3,4,1,1,4,reference,show dialog with existing or new null contact,show the contact
120,4,3,2,2,3,reference,show dialog with existing or new null contact,show the contact
120,6,3,4,1,2,alex1,show the contact,show dialog with existing or new null contact
121,1,2,3,3,2,alex1,clears the counters from the form,clear all fielders from the field
121,3,4,1,1,1,reference,clear all fielders from the field,clears the counters from the form
121,4,2,4,1,1,alex1,clears the counters from the form,clear all fielders from the field
121,6,4,1,1,2,reference,clear all fielders from the field,clears the counters from the form
122,1,2,3,2,3,alex1,opens a cursor to the list of the selection,opens cursor with custom selection
122,3,4,3,1,4,reference,opens cursor with custom selection,opens a cursor to the list of the selection
122,4,3,2,2,3,reference,opens cursor with custom selection,opens a cursor to the list of the selection
122,6,3,1,1,3,alex1,opens a cursor to the list of the selection,opens cursor with custom selection
123,1,4,2,2,3,alex1,removes the view from the view,removes a small view from the scenario list
123,3,4,1,1,1,reference,removes a small view from the scenario list,removes the view from the view
123,4,3,3,2,2,alex1,removes the view from the view,removes a small view from the scenario list
123,6,3,3,1,3,reference,removes a small view from the scenario list,removes the view from the view
124,1,2,3,3,3,alex1,test that the lesser returned returned comparisons works correctly,unit test 1 negative parse tests to make sure the parser detects
124,3,4,2,1,2,reference,unit test 1 negative parse tests to make sure the parser detects,test that the lesser returned returned comparisons works correctly
124,4,4,1,1,3,reference,unit test 1 negative parse tests to make sure the parser detects,test that the lesser returned returned comparisons works correctly
124,6,2,3,3,1,alex1,test that the lesser returned returned comparisons works correctly,unit test 1 negative parse tests to make sure the parser detects
125,1,1,4,3,1,alex1,get all fs from the document,gets the global elements attribute of the definition miner object
125,3,2,4,3,1,reference,gets the global elements attribute of the definition miner object,get all fs from the document
125,4,1,4,1,1,alex1,get all fs from the document,gets the global elements attribute of the definition miner object
125,6,3,2,3,2,reference,gets the global elements attribute of the definition miner object,get all fs from the document
126,1,3,2,1,2,alex1,returns the label text for the given element,removes namespace prefix from label text
126,3,3,3,1,1,reference,removes namespace prefix from label text,returns the label text for the given element
126,4,4,2,2,3,reference,removes namespace prefix from label text,returns the label text for the given element
126,6,4,1,1,2,alex1,returns the label text for the given element,removes namespace prefix from label text
127,1,2,4,3,3,alex1,returns the status fields of the status field,gets the status flag input fields from the input manager
127,3,4,1,1,3,reference,gets the status flag input fields from the input manager,returns the status fields of the status field
127,4,3,3,2,2,alex1,returns the status fields of the status field,gets the status flag input fields from the input manager
127,6,4,1,1,2,reference,gets the status flag input fields from the input manager,returns the status fields of the status field
128,1,2,3,2,2,alex1,convert a map to the database,for use in json emulate part of people db 1
128,3,2,4,4,1,reference,for use in json emulate part of people db 1,convert a map to the database
128,4,2,4,3,1,reference,for use in json emulate part of people db 1,convert a map to the database
128,6,2,3,2,1,alex1,convert a map to the database,for use in json emulate part of people db 1
129,1,4,1,1,3,alex1,set the list of urls,sets the value of urls and normalizes them
129,3,4,2,1,2,reference,sets the value of urls and normalizes them,set the list of urls
129,4,4,1,1,3,alex1,set the list of urls,sets the value of urls and normalizes them
129,6,4,1,1,3,reference,sets the value of urls and normalizes them,set the list of urls
130,1,4,1,1,4,alex1,returns a string representation of this object,provides a string representataion for this dir info
130,3,4,1,1,3,reference,provides a string representataion for this dir info,returns a string representation of this object
130,4,3,2,2,3,reference,provides a string representataion for this dir info,returns a string representation of this object
130,6,4,3,1,3,alex1,returns a string representation of this object,provides a string representataion for this dir info
131,1,4,2,2,3,alex1,set the attributes of the top attributes,populate top level attributes with opml type specific data attributes from
131,3,4,3,1,2,reference,populate top level attributes with opml type specific data attributes from,set the attributes of the top attributes
131,4,3,3,2,2,alex1,set the attributes of the top attributes,populate top level attributes with opml type specific data attributes from
131,6,2,3,3,3,reference,populate top level attributes with opml type specific data attributes from,set the attributes of the top attributes
132,1,2,2,2,2,alex1,prints the specified object to the specified object,print a textual description of this expr info
132,3,2,3,1,1,reference,print a textual description of this expr info,prints the specified object to the specified object
132,4,3,4,2,2,reference,print a textual description of this expr info,prints the specified object to the specified object
132,6,2,4,1,1,alex1,prints the specified object to the specified object,print a textual description of this expr info
133,1,2,3,1,3,alex1,adds an object comment to the given instance,adds to the technical comment about this project
133,3,4,1,1,2,reference,adds to the technical comment about this project,adds an object comment to the given instance
133,4,3,2,2,3,alex1,adds an object comment to the given instance,adds to the technical comment about this project
133,6,4,1,1,2,reference,adds to the technical comment about this project,adds an object comment to the given instance
134,1,1,3,2,2,alex1,set the additional identifiers for a given type,this sets or replaces the additional sequences oids in this project
134,3,3,2,1,1,reference,this sets or replaces the additional sequences oids in this project,set the additional identifiers for a given type
134,4,4,2,2,1,reference,this sets or replaces the additional sequences oids in this project,set the additional identifiers for a given type
134,6,3,2,2,3,alex1,set the additional identifiers for a given type,this sets or replaces the additional sequences oids in this project
135,1,1,3,3,2,alex1,adds an item to the list of the combobox,puts an item into this field
135,3,2,3,1,3,reference,puts an item into this field,adds an item to the list of the combobox
135,4,3,2,2,2,alex1,adds an item to the list of the combobox,puts an item into this field
135,6,3,3,1,2,reference,puts an item into this field,adds an item to the list of the combobox
136,1,2,3,3,1,alex1,compares the current timer to the given code value code,compares the tpoint object with other tpoint using timestamps first i
136,3,3,3,1,1,reference,compares the tpoint object with other tpoint using timestamps first i,compares the current timer to the given code value code
136,4,3,3,2,2,reference,compares the tpoint object with other tpoint using timestamps first i,compares the current timer to the given code value code
136,6,2,3,3,2,alex1,compares the current timer to the given code value code,compares the tpoint object with other tpoint using timestamps first i
137,1,4,2,1,4,alex1,removes the selection from the given entity,removes the given entity from the basket
137,3,4,2,1,4,reference,removes the given entity from the basket,removes the selection from the given entity
137,4,3,2,1,3,alex1,removes the selection from the given entity,removes the given entity from the basket
137,6,3,3,2,2,reference,removes the given entity from the basket,removes the selection from the given entity
138,1,4,3,1,4,alex1,this adds a property descriptor for the icon feature,this adds a property descriptor for the icon feature
138,3,4,1,1,4,reference,this adds a property descriptor for the icon feature,this adds a property descriptor for the icon feature
138,4,3,2,2,4,reference,this adds a property descriptor for the icon feature,this adds a property descriptor for the icon feature
138,6,4,1,2,4,alex1,this adds a property descriptor for the icon feature,this adds a property descriptor for the icon feature
139,1,3,3,1,3,alex1,this adds a property descriptor for the selection selection feature,this adds a property descriptor for the multi selection feature
139,3,4,1,1,4,reference,this adds a property descriptor for the multi selection feature,this adds a property descriptor for the selection selection feature
139,4,3,3,2,2,alex1,this adds a property descriptor for the selection selection feature,this adds a property descriptor for the multi selection feature
139,6,4,1,1,3,reference,this adds a property descriptor for the multi selection feature,this adds a property descriptor for the selection selection feature
140,1,3,3,1,4,alex1,this adds a property descriptor for the columns feature,this adds a property descriptor for the columns feature
140,3,4,1,1,4,reference,this adds a property descriptor for the columns feature,this adds a property descriptor for the columns feature
140,4,3,3,2,4,reference,this adds a property descriptor for the columns feature,this adds a property descriptor for the columns feature
140,6,4,1,1,4,alex1,this adds a property descriptor for the columns feature,this adds a property descriptor for the columns feature
141,1,4,1,1,4,alex1,notifies all registered listeners that the progress has changed,notify all of the progress listeners of a state change
141,3,4,2,1,3,reference,notify all of the progress listeners of a state change,notifies all registered listeners that the progress has changed
141,4,3,2,2,3,alex1,notifies all registered listeners that the progress has changed,notify all of the progress listeners of a state change
141,6,4,1,1,4,reference,notify all of the progress listeners of a state change,notifies all registered listeners that the progress has changed
142,1,1,4,4,1,alex1,sets the <UNK> <UNK>,setz die standardabweichung der x drehung
142,3,1,4,4,1,reference,setz die standardabweichung der x drehung,sets the <UNK> <UNK>
142,4,3,2,1,2,reference,setz die standardabweichung der x drehung,sets the <UNK> <UNK>
142,6,1,4,2,1,alex1,sets the <UNK> <UNK>,setz die standardabweichung der x drehung
143,1,1,4,4,1,alex1,<UNK> <UNK> <UNK>,utility methods that resolve the value passed with for the given context
143,3,4,2,1,1,reference,utility methods that resolve the value passed with for the given context,<UNK> <UNK> <UNK>
143,4,1,4,1,1,alex1,<UNK> <UNK> <UNK>,utility methods that resolve the value passed with for the given context
143,6,3,3,2,1,reference,utility methods that resolve the value passed with for the given context,<UNK> <UNK> <UNK>
144,1,3,4,1,2,alex1,resolve this object in the given object,returns a list of advices contained in the group corresponding to this
144,3,4,3,1,1,reference,returns a list of advices contained in the group corresponding to this,resolve this object in the given object
144,4,4,3,2,2,reference,returns a list of advices contained in the group corresponding to this,resolve this object in the given object
144,6,1,4,3,1,alex1,resolve this object in the given object,returns a list of advices contained in the group corresponding to this
145,1,3,3,3,1,alex1,output the <UNK>,template method that can be overriden to log to another place than
145,3,4,4,3,1,reference,template method that can be overriden to log to another place than,output the <UNK>
145,4,3,3,1,1,alex1,output the <UNK>,template method that can be overriden to log to another place than
145,6,2,3,2,1,reference,template method that can be overriden to log to another place than,output the <UNK>
146,1,3,3,1,1,alex1,listen for incoming connections,starts the server blocks indefinately
146,3,2,4,1,1,reference,starts the server blocks indefinately,listen for incoming connections
146,4,2,3,3,1,reference,starts the server blocks indefinately,listen for incoming connections
146,6,4,1,1,1,alex1,listen for incoming connections,starts the server blocks indefinately
147,1,3,2,1,4,alex1,load the systems,load the various systems from the db
147,3,2,4,1,4,reference,load the various systems from the db,load the systems
147,4,3,4,1,3,alex1,load the systems,load the various systems from the db
147,6,3,3,2,3,reference,load the various systems from the db,load the systems
148,1,4,1,1,4,alex1,sets the value of a combo box,this method sets the vaule of combo value
148,3,4,1,1,1,reference,this method sets the vaule of combo value,sets the value of a combo box
148,4,3,3,2,3,reference,this method sets the vaule of combo value,sets the value of a combo box
148,6,4,1,1,4,alex1,sets the value of a combo box,this method sets the vaule of combo value
149,1,2,3,3,1,alex1,check the layout of the layout,checks layout set correctly
149,3,4,1,1,1,reference,checks layout set correctly,check the layout of the layout
149,4,3,3,2,2,alex1,check the layout of the layout,checks layout set correctly
149,6,4,2,1,3,reference,checks layout set correctly,check the layout of the layout
150,1,2,2,1,2,alex1,sets the text of the menu,sets the button text
150,3,4,1,1,3,reference,sets the button text,sets the text of the menu
150,4,4,1,1,2,reference,sets the button text,sets the text of the menu
150,6,3,1,1,3,alex1,sets the text of the menu,sets the button text
151,1,4,3,3,2,alex1,returns a string that contains a string,internal helper function read a string from the device
151,3,4,1,2,1,reference,internal helper function read a string from the device,returns a string that contains a string
151,4,3,3,1,2,alex1,returns a string that contains a string,internal helper function read a string from the device
151,6,4,1,1,1,reference,internal helper function read a string from the device,returns a string that contains a string
152,1,2,4,3,1,alex1,returns the strength of the influence in the influence,selects the influence law which is applicable to a given influence
152,3,4,1,1,1,reference,selects the influence law which is applicable to a given influence,returns the strength of the influence in the influence
152,4,3,2,2,2,reference,selects the influence law which is applicable to a given influence,returns the strength of the influence in the influence
152,6,1,3,3,1,alex1,returns the strength of the influence in the influence,selects the influence law which is applicable to a given influence
153,1,2,3,2,1,alex1,x y coordinates of the given point,check if a value lies between 2 other values
153,3,4,3,1,1,reference,check if a value lies between 2 other values,x y coordinates of the given point
153,4,3,3,1,1,alex1,x y coordinates of the given point,check if a value lies between 2 other values
153,6,4,1,1,1,reference,check if a value lies between 2 other values,x y coordinates of the given point
154,1,2,4,3,3,alex1,this method is called when the button is pressed,this method is called when a widget is attached to the browsers document
154,3,4,1,1,2,reference,this method is called when a widget is attached to the browsers document,this method is called when the button is pressed
154,4,3,2,2,1,reference,this method is called when a widget is attached to the browsers document,this method is called when the button is pressed
154,6,3,3,3,1,alex1,this method is called when the button is pressed,this method is called when a widget is attached to the browsers document
155,1,2,3,1,2,alex1,sets the attribute value,this function delegates to the native method code set named item code in
155,3,3,4,3,1,reference,this function delegates to the native method code set named item code in,sets the attribute value
155,4,3,3,2,2,alex1,sets the attribute value,this function delegates to the native method code set named item code in
155,6,1,4,4,1,reference,this function delegates to the native method code set named item code in,sets the attribute value
156,1,3,1,1,3,alex1,stores the specified zip file to the stream,stores a new element in the zip file with the given path
156,3,3,3,1,1,reference,stores a new element in the zip file with the given path,stores the specified zip file to the stream
156,4,4,2,2,2,reference,stores a new element in the zip file with the given path,stores the specified zip file to the stream
156,6,4,1,1,3,alex1,stores the specified zip file to the stream,stores a new element in the zip file with the given path
157,1,4,1,1,4,alex1,reads a response from the inputstream,read the entire response from the http post as a string
157,3,4,1,1,3,reference,read the entire response from the http post as a string,reads a response from the inputstream
157,4,3,3,2,3,alex1,reads a response from the inputstream,read the entire response from the http post as a string
157,6,4,1,1,3,reference,read the entire response from the http post as a string,reads a response from the inputstream
158,1,2,4,1,1,alex1,append the given string to the list,p append declarations needed by the code note converter code to
158,3,4,4,1,1,reference,p append declarations needed by the code note converter code to,append the given string to the list
158,4,3,1,4,2,reference,p append declarations needed by the code note converter code to,append the given string to the list
158,6,1,3,1,1,alex1,append the given string to the list,p append declarations needed by the code note converter code to
159,1,4,3,2,2,alex1,update gain gain,set the volume
159,3,4,2,1,2,reference,set the volume,update gain gain
159,4,3,3,2,2,alex1,update gain gain,set the volume
159,6,2,4,1,1,reference,set the volume,update gain gain
160,1,4,1,1,4,alex1,initializes the buttons,inits the buttons on the screen
160,3,4,1,1,4,reference,inits the buttons on the screen,initializes the buttons
160,4,4,1,1,4,reference,inits the buttons on the screen,initializes the buttons
160,6,4,1,1,4,alex1,initializes the buttons,inits the buttons on the screen
161,1,3,2,1,3,alex1,iconifies the frames in the frame,iconify the given frame
161,3,3,3,1,3,reference,iconify the given frame,iconifies the frames in the frame
161,4,3,3,2,3,alex1,iconifies the frames in the frame,iconify the given frame
161,6,4,1,1,3,reference,iconify the given frame,iconifies the frames in the frame
162,1,4,2,1,1,alex1,returns the component definition for the given name,bugfix for wo component loading
162,3,2,4,1,1,reference,bugfix for wo component loading,returns the component definition for the given name
162,4,2,3,2,2,reference,bugfix for wo component loading,returns the component definition for the given name
162,6,4,1,1,1,alex1,returns the component definition for the given name,bugfix for wo component loading
163,1,1,4,4,2,alex1,this method is called when the user modifies the user,brings the user to the registration dialog
163,3,3,2,1,1,reference,brings the user to the registration dialog,this method is called when the user modifies the user
163,4,1,4,3,1,alex1,this method is called when the user modifies the user,brings the user to the registration dialog
163,6,3,2,1,1,reference,brings the user to the registration dialog,this method is called when the user modifies the user
164,1,4,1,1,2,alex1,saves the current file to the file,save the move sets to a file
164,3,4,1,1,2,reference,save the move sets to a file,saves the current file to the file
164,4,1,4,1,1,reference,save the move sets to a file,saves the current file to the file
164,6,3,2,2,3,alex1,saves the current file to the file,save the move sets to a file
165,1,3,3,1,3,alex1,returns the effect of the given agent,return the effect applied to this pokemon of a particular lock or
165,3,3,4,1,1,reference,return the effect applied to this pokemon of a particular lock or,returns the effect of the given agent
165,4,3,3,2,2,alex1,returns the effect of the given agent,return the effect applied to this pokemon of a particular lock or
165,6,2,3,3,2,reference,return the effect applied to this pokemon of a particular lock or,returns the effect of the given agent
166,1,2,3,3,2,alex1,returns the name of the user name from the user,get users name from cookie
166,3,4,1,1,2,reference,get users name from cookie,returns the name of the user name from the user
166,4,4,2,2,2,reference,get users name from cookie,returns the name of the user name from the user
166,6,2,2,4,2,alex1,returns the name of the user name from the user,get users name from cookie
167,1,4,2,1,4,alex1,this method initializes menu,this method initializes menu administracion
167,3,4,2,1,3,reference,this method initializes menu administracion,this method initializes menu
167,4,3,2,2,3,alex1,this method initializes menu,this method initializes menu administracion
167,6,3,2,1,3,reference,this method initializes menu administracion,this method initializes menu
168,1,4,2,1,3,alex1,returns the password for the given user,fetches the password for a given account user and server
168,3,4,2,1,3,reference,fetches the password for a given account user and server,returns the password for the given user
168,4,4,3,1,3,reference,fetches the password for a given account user and server,returns the password for the given user
168,6,4,1,1,4,alex1,returns the password for the given user,fetches the password for a given account user and server
169,1,2,3,2,2,alex1,cleans up the cache,overriden to close the statement
169,3,4,1,2,1,reference,overriden to close the statement,cleans up the cache
169,4,3,2,2,2,alex1,cleans up the cache,overriden to close the statement
169,6,3,3,2,2,reference,overriden to close the statement,cleans up the cache
170,1,2,4,3,1,alex1,this method is called when the asynchronous message is asynchronous,forward some message to the participant
170,3,4,1,1,1,reference,forward some message to the participant,this method is called when the asynchronous message is asynchronous
170,4,3,3,1,2,reference,forward some message to the participant,this method is called when the asynchronous message is asynchronous
170,6,2,3,3,1,alex1,this method is called when the asynchronous message is asynchronous,forward some message to the participant
171,1,2,3,2,2,alex1,check if a member is an already already seen member,return true if member 2
171,3,2,4,1,1,reference,return true if member 2,check if a member is an already already seen member
171,4,3,3,2,2,alex1,check if a member is an already already seen member,return true if member 2
171,6,2,4,1,1,reference,return true if member 2,check if a member is an already already seen member
172,1,1,3,3,1,alex1,load the user from the list,called when the user selects to load the in game notes file
172,3,4,1,1,1,reference,called when the user selects to load the in game notes file,load the user from the list
172,4,3,2,1,1,reference,called when the user selects to load the in game notes file,load the user from the list
172,6,1,4,3,1,alex1,load the user from the list,called when the user selects to load the in game notes file
173,1,2,3,4,1,alex1,adds the specified popup menu to the list,helper method which creates and adds an option for limit to the specified
173,3,4,1,1,1,reference,helper method which creates and adds an option for limit to the specified,adds the specified popup menu to the list
173,4,2,3,2,2,alex1,adds the specified popup menu to the list,helper method which creates and adds an option for limit to the specified
173,6,3,2,4,2,reference,helper method which creates and adds an option for limit to the specified,adds the specified popup menu to the list
174,1,1,4,3,1,alex1,make a center of the canvas,helper method which creates and returns a canvas for images
174,3,4,1,1,2,reference,helper method which creates and returns a canvas for images,make a center of the canvas
174,4,4,1,1,1,reference,helper method which creates and returns a canvas for images,make a center of the canvas
174,6,2,3,2,2,alex1,make a center of the canvas,helper method which creates and returns a canvas for images
175,1,4,2,1,4,alex1,initializes the options menu bar,initiates and populates the options menu
175,3,4,1,1,4,reference,initiates and populates the options menu,initializes the options menu bar
175,4,3,2,2,2,alex1,initializes the options menu bar,initiates and populates the options menu
175,6,4,1,2,4,reference,initiates and populates the options menu,initializes the options menu bar
176,1,4,2,1,3,alex1,populates the list of resources,helper method which populates the gui list for resources which are new at
